,900
224,4.073024356701729
225,3.611177797880291
226,2.223025516822292
227,3.6958431703608197
228,3.3020623518157257
229,2.971107926861151
230,2.8099078527816403
231,2.8734150068712583
232,2.7086603364598507
233,3.3074438417525895
234,3.497594293404265
235,2.0969881559422245
236,1.8969762444146334
237,2.9969068030905768
238,4.186938136352558
239,3.8642904489913508
240,2.91094529266499
241,3.7566503431587894
242,2.5973131206196705
243,3.274722983362813
244,3.2680256906011937
245,3.5232999942895207
246,3.076005282488189
247,2.0586638471951475
248,2.649817041261747
249,3.2257711628842856
250,2.42201619292254
251,2.840861803920434
252,4.4528393613713995
253,3.6470722950935044
254,3.869778697262058
255,3.854145895632261
256,3.196842758317438
257,3.9313936917132466
258,3.424705445185993
259,2.726940247756421
260,3.3675237667327176
261,3.524295577562755
262,3.0356185827797315
263,3.1401700948504487
264,3.724029645748264
265,2.8960538262628948
266,2.372206250587993
267,2.535322138572338
268,2.6913698243780884
269,3.180189765965072
270,2.747192909350602
271,3.7145129309309226
272,3.568365049319915
273,3.6459154526778343
274,3.221573006283428
275,2.9969971617527915
276,2.996781937154869
277,2.901775624320164
278,3.143569495761635
279,3.3395227343877107
280,3.914271025664631
281,2.205963093888815
282,3.2675827209178636
283,4.10479310734705
284,3.092450729895152
285,2.75564803801371
286,4.277423007483975
287,3.1043927540833622
288,3.9099124577318056
289,3.662009146032778
290,3.757421798395826
291,3.299437014625558
292,3.8112825078196444
293,2.9746758377599587
294,3.1400461275218605
295,2.502144550661488
296,4.225426854364156
297,4.096533861298355
298,3.9631239672734973
299,3.684723710363101
300,2.6635848141176353
301,2.996781937154869
302,2.4356602330121406
303,2.8863634365243285
304,3.847968681451036
305,2.6518954342529075
306,3.4892484207918306
307,3.190735222369713
308,4.5532696027989665
309,3.8916836486160147
310,3.403433260250855
311,3.7513483809254473
312,3.7108263310149936
313,3.966635034917977
314,2.446606414573713
315,4.341315333259451
316,2.6135814546422718
317,3.1090615719059955
318,3.3757909381964395
319,2.729743099708284
320,3.09223443065394
321,2.544921328087481
322,3.50107464762223
323,3.857172404766036
324,3.4848372933501013
325,2.681331863880242
326,3.839824334620677
327,2.880694959090691
328,3.4979905705357868
329,3.2712225584333043
330,3.8357725094344146
331,3.6762134667796595
332,2.4261800494702226
333,3.1478936024980095
334,3.8044601078289744
335,3.5225550923661886
336,3.1712977442690904
337,3.6973631184790823
338,3.724931351659347
339,3.3907218624349253
340,3.3406462533020993
341,3.1323749536825876
342,3.4444980343208433
343,3.176464240121552
344,2.3507131433025275
345,4.087204133919117
346,3.7426231729895205
347,3.1681124381291323
348,3.207443571298616
349,2.4942195048516953
350,3.419633567280437
351,3.362101736844486
352,4.255100524546036
353,3.859869586377278
354,3.1662565132227627
355,2.819462143134789
356,3.27822707014167
357,3.522489966186638
358,3.3075558378849794
359,2.896839564723583
360,3.177234043571244
361,3.152762670110493
362,3.854296990755591
363,2.11342108354256
364,3.291009266913519
365,3.2439727839329207
366,3.5646507456114054
367,2.890779568625721
368,2.8886826908075975
369,3.633304601872665
370,3.258884401719344
371,2.9323621273483274
372,3.2648596966330876
373,2.8971892297330557
374,3.3968630643731976
375,2.5973802636122856
376,2.74278602889527
377,3.6365990194207196
378,3.6968938528659003
379,3.5397191557791126
380,3.2721846259243725
381,2.797213681677699
382,1.8555077445087291
383,3.6635872627253376
384,3.996781937154869
385,2.413715629472376
386,3.996781937154869
387,2.9968094548104505
388,2.996781937154869
389,3.746803060550746
390,2.1220020103375625
391,3.6218190714663816
392,2.9104054241149835
393,3.317024836296633
394,3.0175951629957414
395,2.9059725619912236
396,2.6125605469884867
397,3.557443808062212
398,2.529166236200292
399,2.653349446042468
400,2.478738165810236
401,2.4248839332535557
402,3.483704162735571
403,2.514508441566941
404,2.1906354832259316
405,2.5045135362729476
406,3.3592845352454628
407,3.1201270126074925
408,3.1065884111199877
409,2.5976915387186854
410,3.6068807416858597
411,3.0801071337788777
412,2.366062727683064
413,3.9293700182015354
414,2.3784058152121443
415,2.4137949730439967
416,3.6893546777937467
417,2.5778256520609575
418,2.788989158429998
419,3.0835391790701148
420,2.6050759369261045
421,2.6505904057043606
422,2.0446271874261366
423,2.6231965430210415
424,4.49678610007443
425,3.8097817793830324
426,3.6923497685593327
427,2.9911423846603338
428,3.384254482062664
429,2.294307716126444
430,2.6078621681131864
431,4.080444560808495
432,2.481093537371691
433,3.599038880996135
434,3.659495369849365
435,3.2787708997972813
436,3.148503827711854
437,3.2865434759406345
438,3.2210365200600726
439,3.546083881575558
440,2.5880632373199064
441,3.9972416748839503
442,4.102228370698515
443,3.2732353649672485
444,2.830088435552392
445,2.260721669647258
446,3.276711141336377
447,2.6400934203658277
448,2.741942330406268
449,2.7807880396130873
450,3.3121097064153
451,2.794928034737653
452,3.2010500506566437
453,3.269790555211444
454,2.954212608304147
455,1.734399078511274
456,3.6297684846839293
457,2.70189198093453
458,2.2235930754436093
459,3.8236233305004093
460,3.8984927865351606
461,2.6829712035603372
462,3.4644542414319166
463,2.4554043689033405
464,2.794958072476386
465,3.763516668903543
466,3.3793308731500424
467,3.526256126847113
468,3.7405066120942263
469,2.6523846404875107
470,2.507014181448423
471,2.809991636840921
472,2.6105926542981357
473,3.381773512274041
474,2.4720563511170885
475,3.3222345702306715
476,3.3140322273921505
477,3.7173645520339806
478,3.6055235691017598
479,3.3446294221613213
480,3.378184847588417
481,3.2136179260884004
482,3.998473874823226
483,2.742026156628855
484,2.7523367481894834
485,3.418897361048001
486,3.604052016010262
487,1.933967095320999
488,3.6892121215807765
489,2.9532215614786996
490,2.4904348014817157
491,3.4890096557306878
492,3.5208358188610855
493,3.8931466013186506
494,3.6731779450810103
495,2.402195106861464
496,3.103265625729903
497,2.8699102134128585
498,3.116816922896183
499,3.5299943355902585
500,3.9162010096138284
501,2.869317017910986
502,3.1738618382816535
503,2.454693845348887
504,1.9393031654172401
505,2.929326276775746
506,3.3651625033540995
507,3.5637182211377314
508,3.6556403020644215
509,3.614156732053
510,3.1876258114873295
511,2.496947745456779
512,4.509355059535889
513,2.5125246853715484
514,3.976144858330039
515,3.4967919316386453
516,3.7672982016301946
517,3.0477147298828733
518,2.7322523008504422
519,3.8336795815607285
520,3.8154363893831857
521,3.1610254500337702
522,3.0753535616098087
523,3.820235155107426
524,3.7595295810129685
525,2.21729873057098
526,4.272315387853544
527,2.6732521592437806
528,3.382985542102892
529,2.641263259608485
530,1.9967819371548694
531,1.873442593716958
532,2.8769539347322306
533,2.545386733261602
534,3.819430720645143
535,3.0150460504342895
536,3.717030086852838
537,3.23880474725742
538,3.872014775091297
539,2.6125018548100254
540,3.9272456932917628
541,4.224509554982251
542,4.4967927538398875
543,2.701849891725265
544,2.996960615951454
545,3.621810971625956
546,3.6122342361241606
547,3.797700738913777
548,3.232265120710884
549,2.264171130516924
550,3.128631397349416
551,2.919995102841777
552,3.568367585621317
553,3.8541098883261733
554,2.9276456620217584
555,3.214567218652635
556,3.5852331947170706
557,2.996885040120419
558,3.5208104849234925
559,3.4437315984473136
560,2.820398755520668
561,2.996781937154869
562,2.961033617658951
563,4.496787852319291
564,1.9967819371548694
565,3.2393212265858162
566,4.047057638665621
567,2.996781937154869
568,3.67563868104364
569,3.996781937154869
570,2.9054890587993616
571,3.133767821468887
572,3.495575908125621
573,3.7873178717710942
574,4.057779503307596
575,3.9143681793944007
576,1.9968210774929893
577,3.600138504870909
578,4.350937536256152
579,3.844032650983667
580,3.8847682247389517
581,3.749380150935244
582,3.64052140910191
583,4.246804668809298
584,4.084960201626661
585,2.9972709789530345
586,2.996781937154869
587,4.11892703098852
588,2.9973804929767764
589,3.3121329979233693
590,2.2239235968489592
591,1.9968561764189783
592,4.2539042207250795
593,2.7736005106182486
594,3.5457553140347304
595,2.4710497611957587
596,2.4027723208134537
597,3.63145436121466
598,2.663545141078997
599,4.041935407274043
600,3.35069978886177
601,3.6439797044336157
602,2.1082642392683066
603,2.5910122555570747
604,3.711319081225998
605,2.996790088993052
606,3.996781937154869
607,2.260303917118515
608,3.6008138960628293
609,3.8950624255261177
610,2.8540498244112107
611,2.078178742906508
612,3.9968918050969595
613,3.5969372361875656
614,1.6635464489318368
615,3.620459781174176
616,2.5411054685815038
617,3.2075070185153804
618,2.6131884475844465
619,2.6736382723657313
620,0.9967819371548693
621,1.9967819371548694
622,1.996843117870912
623,1.9967819371548694
624,3.5968901594002496
625,3.551562694354888
626,3.4319228684643246
627,4.184353185191622
628,3.4692488800508987
629,1.9967819371548694
630,2.8857389060586205
631,3.224287775050399
632,0.9967819371548693
633,2.561413826485156
634,2.996781937154869
635,2.996781937154869
636,3.7170972787828873
637,1.4968124194853893
638,3.4634588833541025
639,2.9823070385865966
640,3.4150882032408014
641,2.9968163345864185
642,3.6543423463428852
643,3.330170358156111
644,2.0403525684716355
645,4.4012799836953125
646,4.170819025632791
647,4.407828327730145
648,3.678452467651304
649,1.9967819371548694
650,2.618892245535541
651,3.0144117828217367
652,4.242880347963712
653,3.4967824662573284
654,3.356980305738235
655,3.9301988344343317
656,3.49682585925002
657,0.9967819371548693
658,3.297121792234335
659,2.9968730130920243
660,2.2755805176471675
661,1.996838920440248
662,3.097167030313933
663,2.1114982589863933
664,2.643394385738091
665,3.175446002381456
666,3.2468235326816095
667,2.550815750623061
668,2.1968867065909823
669,3.321990725530895
670,3.996781937154869
671,3.6637147327152166
672,1.5971198939443565
673,2.3071035605384935
674,3.830277371840889
675,2.496853640894217
676,3.0855360671835794
677,3.4332268162329065
678,3.039597827730268
679,2.330919001545056
680,2.4976136585355504
681,3.4967858228875133
682,3.886635919296529
683,3.612657029468203
684,2.6758363845976816
685,3.996781937154869
686,3.4821388964175206
687,2.86027203336153
688,4.424796346510777
689,3.811701386220201
690,3.085264766486905
691,2.7889175420159633
692,2.996846554640258
693,3.7626982450522326
694,3.663489570044391
695,0.9967819371548693
696,2.848250188696982
697,2.830176657232603
698,3.7221873574476554
699,2.996796955943724
700,3.3543543746351574
701,3.173127778018272
702,2.0290958148279383
703,4.087075472068855
704,2.527180414683072
705,2.568309163203267
706,1.9968361413796583
707,4.518419285104835
708,3.9969185579164823
709,1.9980250255209624
710,3.149648130684856
711,2.7468606102817974
712,4.448562545965805
713,3.5303382934225422
714,3.153378989318885
715,2.9201309976332457
716,3.7745633544929555
717,2.996791890350075
718,3.746783916345856
719,3.996781937154869
720,4.098847359917065
721,3.512272827022824
722,2.7866604564990456
723,2.1834300099134
724,2.996781937154869
725,3.2676215711867562
726,2.629882208770147
727,3.5674468932472965
728,3.205316615439906
729,3.246931445014938
730,3.774726124486525
731,3.996781937154869
732,3.2191302092912686
733,2.996866590566288
734,3.9588665060888757
735,2.689786261400894
736,3.5097942469993253
737,3.3763097295441376
738,2.5498353907360958
739,3.2216370222702095
740,2.7288453316790395
741,3.477493837410926
742,3.1225907108837316
743,4.996781937154869
744,2.9949811415365013
745,2.996797158722691
746,2.996781937154869
747,3.4967865638353444
748,3.996781937154869
749,2.5970773416358566
750,3.3301393477951566
751,2.70414263085964
752,3.3475952996753615
753,4.08101123200085
754,3.097122983811835
755,3.494943577377378
756,3.6813787837419163
757,2.976762776581498
758,3.5882703104593756
759,3.164011318750518
760,2.9969906511024984
761,3.3925319913190504
762,2.569273666649888
763,1.4651549089006959
764,3.8857153760130934
765,2.5081536624442067
766,2.996781937154869
767,1.9970165574648153
768,2.559440455348683
769,3.2468509683835545
770,1.9968420512600622
771,3.2468911972636287
772,3.9255953288455068
773,0.9967819371548693
774,2.996781937154869
775,2.9049881959747514
776,2.2885474180281764
777,2.9509969012784976
778,3.846941636023167
779,3.4772987327965765
780,2.1774626395296877
781,1.996848043618446
782,3.123892784460638
783,2.6524757769950558
784,3.4751179971283026
785,3.87855507128197
786,2.213375134894959
787,2.5575859885301764
788,3.3971632153615845
789,2.5878376324557024
790,0.9967819371548693
791,3.568251668102671
792,3.7339880671687253
793,1.8540350545568924
794,3.4338535062845263
795,2.5098667828628964
796,3.663667072228973
797,3.4936663229208103
798,3.2198655823076194
799,3.996785368955907
800,3.62196523454454
801,4.5239319034495455
802,1.9967819371548694
803,3.596840633636257
804,3.510948927928646
805,3.642120307259565
806,3.496853329880544
807,3.5802131696801776
808,1.9967819371548694
809,3.8219409348197164
810,2.2056313515032615
811,2.996781937154869
812,3.0923515187979
813,2.18145301259372
814,2.996781937154869
815,3.121986410993786
816,3.383626022005863
817,2.854349310071926
818,3.2887825592917257
819,3.996781937154869
820,2.8255257580932462
821,2.1995923313625125
822,2.6211484172728943
823,2.709382931175938
824,2.996781937154869
825,2.5789803762250907
826,2.9400826174910843
827,2.4968687280859787
828,2.206170485310365
829,2.4967822737295085
830,2.3594276946774495
831,3.8593591770468416
832,3.6929382665687496
833,0.9967819371548693
834,3.4286538967247147
835,3.752441751894774
836,4.298810851303569
837,4.282042798674843
838,3.8495122276688
839,3.6414317611681906
840,3.906838361313938
841,4.271402975603921
842,4.474499138691995
843,4.278531207302485
844,4.093631641052721
845,3.9211828058810307
846,4.3825061147426005
847,4.1249691152653005
848,4.298891843052734
849,4.180752998510175
850,4.411640355883293
851,4.394425995891999
852,4.1524029703000895
853,3.962386258672731
854,4.2143588056626236
855,3.6725448041063924
856,3.7913573402485286
857,4.2468874623652795
858,3.996487703804563
859,3.8918715653314795
860,4.489252634957357
861,4.387634058869618
862,4.068009260053274
863,3.2468965165851222
864,4.253492628731388
865,3.9734761336858484
866,4.202479260054141
867,3.7821498470671555
868,4.292120640806665
869,3.9101658779841664
870,3.9501494131840995
871,4.099447891883499
872,3.655958838429999
873,3.6311707058070173
874,4.07303539568938
875,3.7471938424348545
876,3.618262451280609
877,3.1787399707636523
878,3.9716396146917754
879,3.702082341521066
880,4.199626453459953
881,3.97983393707274
882,3.7911556855665256
883,4.145039473525906
884,3.8485023620449166
885,4.103795679652715
886,3.7513573703834586
887,3.9743360650584316
888,4.237326916436456
889,4.247191543400095
890,3.6001330186429583
891,4.297419731491843
892,4.238067650708573
893,4.167664733400183
894,3.5470699094209586
895,3.240506537009891
896,3.3814878701130064
897,3.738495980797447
898,3.4470331358471786
899,3.475306406629059
900,3.542284534488103
901,3.5712179505044848
902,3.3893174267817665
903,4.072733779480793
904,3.996814112217644
905,3.2578788401652474
906,3.6703264940478753
907,4.250190829448118
908,3.4026400593199195
909,4.045656550653632
910,3.1634900045060252
911,3.9118347284357595
912,3.746864042265084
913,1.4967884791818502
914,3.5686800882661034
915,1.9967819371548694
916,3.9375184807942447
917,2.7968946294278676
918,2.7468641832682916
919,3.6763103074455885
920,2.664006944481913
921,3.7468328291722837
922,3.601431431309803
923,2.897239325933019
924,3.374249064737408
925,4.996781937154869
926,2.5714549125271726
927,3.5211571389490826
928,2.597111550750405
929,3.1079900860821676
930,4.093635510445029
931,2.904798867453635
932,3.35421169617832
933,3.008427930342131
934,3.2813386687001236
935,3.0471197090480047
936,4.246835547431455
937,2.9398296729736244
938,2.661393108093966
939,2.3715746725550653
940,3.087186027310563
941,2.976574889269112
942,3.327307420442656
943,3.1838404746149505
944,3.2666874612750134
945,2.723867311419211
946,3.7023768219653195
947,3.56398429565941
948,3.402223001216687
949,3.344321048793014
950,3.215589153666966
951,3.5847758229169426
952,3.2497230242118187
953,3.7009026393927726
954,3.238213890625705
955,2.7677584517841867
956,3.7541559447099258
957,3.9842853951748003
958,3.2436929097508416
959,3.608854319747631
960,3.6218299161657814
961,3.161336297505009
962,3.8929887417862727
963,3.6868986117659803
964,3.0758558674820082
965,3.477859465823128
966,3.695610359331502
967,3.447576632620401
968,3.6429671253184197
969,3.9308917942134975
970,4.120852679667886
971,2.659277801733903
972,3.2696326550509363
973,3.6634536424511785
974,2.996833868187314
975,4.03623362068475
976,3.479741228695222
977,2.8404286961021823
978,3.2828341095055897
979,4.06415845787799
980,3.4823697080380636
981,3.3267918054928174
982,3.8196671575171943
983,3.415909594586326
984,2.911558692601337
985,3.306297712935113
986,2.733921853790556
987,3.537110478969918
988,3.5564932535158063
989,3.2696389079827886
990,3.3996664767053124
991,3.940194027827469
992,3.5490442782535783
993,2.4967930907027345
994,3.151085030554942
995,2.893097796230111
996,4.163214361872758
997,3.779605102072007
998,3.6827592895497445
999,3.92463563886666
1000,2.996781937154869
1001,3.396848562518022
1002,3.8604930792188994
1003,3.996920040401675
1004,3.9783296108658663
1005,3.8340306161931865
1006,3.970325872848394
1007,4.01716117900221
1008,3.6159256318981763
1009,3.6987306671707727
1010,3.5280317750174386
1011,4.094546600856363
1012,3.7761225338231372
1013,4.076968601510702
1014,3.4413667812088025
1015,3.3106095916052123
1016,4.134788520532605
1017,4.088946965257432
1018,2.792278123685856
1019,3.540721236484139
1020,3.4061611064050403
1021,3.730578375747306
1022,3.88304509430175
1023,3.9748390929565915
1024,3.964389283179028
1025,2.396821443536733
1026,3.9872827378819884
1027,2.8058982684061258
1028,3.6851401371232275
1029,1.996933910995109
1030,3.9208669074915887
1031,4.2237765159719505
1032,1.7836404566895407
1033,1.996840072358076
1034,4.092908184493866
1035,3.425670876689887
1036,2.9974081592871715
1037,2.8682702282495094
1038,0.9967819371548693
1039,3.4086591213933652
1040,4.2468560966450255
1041,1.9967819371548694
1042,3.2030934546376426
1043,3.581657753973803
1044,3.0737770865583416
1045,3.7243711762683542
1046,3.73900990112205
1047,3.777287574546748
1048,2.3712313348705973
1049,3.6831709771808177
1050,2.921693088208616
1051,3.4638182062421743
1052,3.257837211988175
1053,4.321530687426368
1054,4.256570724502166
1055,1.9968227752510677
1056,2.996781937154869
1057,3.1876418620877267
1058,4.334149218106739
1059,3.854007514781737
1060,3.996781937154869
1061,0.9967819371548693
1062,3.746830931613704
1063,2.4967829446583627
1064,4.318905817058646
1065,4.50615410280084
1066,3.4968686043678163
1067,3.927868332534328
1068,3.481152242647505
1069,3.479764055984811
1070,3.42551390020935
1071,3.730163409246204
1072,2.163682878388116
1073,3.9441216295466943
1074,3.9035627724905924
1075,2.944572150645703
1076,3.5968915509420976
1077,0.9967819371548693
1078,2.891264197364339
1079,2.052797357615067
1080,3.7192889785277155
1081,1.6441229104532362
1082,3.7332456170642385
1083,4.285980342119207
1084,3.3468014786660687
1085,3.7968187718737108
1086,4.000842959888815
1087,3.935421881193897
1088,3.9906902484499858
1089,4.471406064290113
1090,3.7875178981424855
1091,3.8372358359564784
1092,2.896877765540628
1093,3.6088442609164866
1094,3.7994008321570107
1095,3.956320009051807
1096,3.61256424641737
1097,3.6573615990004615
1098,3.949862813150904
1099,4.250438432648282
1100,3.5052145177220604
1101,3.0604826448985882
1102,4.0258404651994
1103,4.389166314226197
1104,3.474508030185688
1105,4.292177486751075
1106,4.302769952997867
1107,4.476653210579318
1108,4.096341189597227
1109,4.12493763484948
1110,4.132320263187977
1111,3.608471696144141
1112,4.2935857516279885
1113,4.4003291099245665
1114,3.3794173819342115
1115,4.077276329882493
1116,4.424057963832686
1117,4.2420449906183695
1118,4.020837503830676
1119,4.022211701537577
1120,4.109493179260833
1121,4.4499745227980485
1122,4.274202206740634
1123,4.158754560269865
1124,3.8031885591845866
1125,3.652669335889045
1126,4.266784944228398
1127,4.194493008943473
1128,4.2173955672737575
1129,3.938535434441233
1130,4.356523354065808
1131,4.1096402761187765
1132,4.359381360580428
1133,4.284278811080025
1134,4.250575112362438
1135,4.050731634836135
1136,3.860905572735929
1137,4.186094664980531
1138,4.1406409721946416
1139,4.07832785517233
1140,3.631999717455294
1141,4.301307251977536
1142,4.31867397896178
1143,4.163476369185025
1144,4.186047372971528
1145,4.22864174557646
1146,3.9981359045243527
1147,4.151157678157879
1148,3.3549679907271086
1149,4.191840158652154
1150,3.9828508867467916
1151,4.0806408808934584
1152,4.00373755248705
1153,4.0043824791008875
1154,4.244548190454461
1155,4.214229466671994
1156,4.004044406209283
1157,4.385292571170225
1158,4.103076429404566
1159,4.3379408446351615
1160,4.139547909240553
1161,4.287104822584152
1162,3.4048026965545346
1163,4.2087527510758
1164,3.9198260774903573
1165,4.103737224050462
1166,4.095864588674026
1167,4.299629833777814
1168,3.825367854742187
1169,4.374384192485875
1170,4.108519556504151
1171,4.052206692743559
1172,3.952220802176952
1173,4.089028830610735
1174,4.331654733396582
1175,3.484044866070697
1176,4.1664054851540415
1177,3.989481617060271
1178,3.804579655990975
1179,4.264876954119601
1180,3.9632429532529767
1181,3.9319513683418363
1182,3.844802536715823
1183,4.252146449757605
1184,3.882484599617866
1185,4.249373280500444
1186,3.745197988128397
1187,4.171009144457005
1188,4.030117994309879
1189,3.903562765937797
1190,4.176647784792683
1191,4.310446687561779
1192,3.814446638586337
1193,3.5842030860392162
1194,4.109269064078583
1195,4.178637259949707
1196,3.9702992049715284
1197,3.5891155434879463
1198,4.132159296488956
1199,4.012028161268223
1200,4.139861597182774
1201,4.12331188606727
1202,3.565927465289087
1203,3.9949634480249068
1204,3.7063985255852048
1205,3.6394182856345307
1206,4.246828991164237
1207,4.143344943709153
1208,3.974009941122021
1209,3.910148441747779
1210,4.126818371692266
1211,4.21435853990922
1212,3.79086344676851
1213,3.600794154189211
1214,4.072289317877506
1215,3.5553999029162378
1216,0.9967819371548693
1217,3.238569776647445
1218,2.1510875609400513
1219,2.33012409738871
1220,3.996781937154869
1221,3.172130757960863
1222,3.037051479149582
1223,3.750819388828023
1224,1.7162797587501764
1225,1.3698420427203055
1226,1.6790408462956652
1227,1.6494898286106991
1228,2.1049368050901416
1229,2.936757509648923
1230,1.837649132836616
1231,2.6643260352780227
1232,2.997884607974956
1233,3.177418092484147
1234,2.9095464684783776
1235,3.881298699114809
1236,3.134650264139485
1237,1.711595933569027
1238,2.234095258315823
1239,3.559769161339124
1240,3.342653333838693
1241,3.9099588840768424
1242,2.846448925002751
1243,2.903151206111908
1244,3.6695434073883817
1245,3.920378921013359
1246,3.6036458644279152
1247,3.1818447486827717
1248,3.484439498810091
1249,3.9896008040495756
1250,3.0686161594264103
1251,3.62201604347958
1252,3.3970684660609094
1253,2.8487432105456016
1254,3.083759868034971
1255,3.8223340341551926
1256,2.95882584965439
1257,3.708230727826019
1258,3.804999672586222
1259,4.206846018906513
1260,2.4760508617107364
1261,3.4968407171446017
1262,4.211428813548558
1263,4.027295912298258
1264,2.9707971695203224
1265,3.4967864567920457
1266,3.841995953002809
1267,3.1830187505539724
1268,3.0453907062467382
1269,3.7968265612137815
1270,3.540846974415922
1271,3.135426539559128
1272,3.4086791807805223
1273,2.7479181293279145
1274,3.8796203872626913
1275,3.3527302528703085
1276,3.6553566314468524
1277,2.9758862146701412
1278,3.4168746955053857
1279,2.906608498873827
1280,3.576695967875706
1281,1.962713751790718
1282,2.7775588254785535
1283,1.5425713651846633
1284,3.8301351644842523
1285,3.267652495682751
1286,0.9967819371548693
1287,4.088673472103535
1288,2.5879036372183872
1289,1.8511488034581622
1290,3.1959713122426248
1291,2.8997342521295746
1292,3.7375016729336097
1293,3.758072553106802
1294,4.019964882729114
1295,3.3237300450495204
1296,3.726600596565281
1297,3.648141042453203
1298,3.1878909611154134
1299,3.1994343031165267
1300,3.503856687959026
1301,3.1422487176110288
1302,3.038968933715732
1303,3.4554503087359216
1304,3.5745719511353187
